title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year
A Mother's Reckoning,Sue Klebold,True Crime,"Columbine High School; school shootings; Columbine High School (Littleton, Colo.); Mothers; Columbine High School Massacre, Littleton, Colo., 1999; Biography",4.5,2.0,2016.0,336.0,9781101902752,OpenLibraryAPI,"A Mother's Reckoning Sue Klebold True Crime Columbine High School; school shootings; Columbine High School (Littleton, Colo.); Mothers; Columbine High School Massacre, Littleton, Colo., 1999; Biography",
The last victim,Jason Moss,True Crime,College students; Serial murderers; Psychology; Biography; Nonfiction; True Crime,4.5,2.0,1999.0,288.0,9780446523400,OpenLibraryAPI,The last victim Jason Moss True Crime College students; Serial murderers; Psychology; Biography; Nonfiction; True Crime,
Greentown,Timothy Dumas,True Crime,"Murder; Social conditions; Investigation; Case studies; True Crime; Criminal investigation, united states",4.5,2.0,1998.0,352.0,1611453453,OpenLibraryAPI,"Greentown Timothy Dumas True Crime Murder; Social conditions; Investigation; Case studies; True Crime; Criminal investigation, united states",
"Kiss me, kill me",Ann Rule,True Crime,Criminals; True Crime; Crime; Investigation; Criminology; Murder,4.5,2.0,2004.0,406.0,9780671691394,OpenLibraryAPI,"Kiss me, kill me Ann Rule True Crime Criminals; True Crime; Crime; Investigation; Criminology; Murder",
Final Truth,"Pee Wee Gaskins, Donald H. Gaskins, Wilton Earle",True Crime,Case studies; Mass murder; Serial murders; Homicide; Infamous Crimes And Criminals; True Crime / Murder,4.5,2.0,1992.0,230.0,9780963242204,OpenLibraryAPI,"Final Truth Pee Wee Gaskins, Donald H. Gaskins, Wilton Earle True Crime Case studies; Mass murder; Serial murders; Homicide; Infamous Crimes And Criminals; True Crime / Murder",
The Monster of Florence,"Magdalen Nabb, Douglas Preston, Mario Spezi",True Crime,"Fiction, mystery & detective, police procedural; Guarnaccia, marshal (fictitious character), fiction; Italy, fiction; Marshal Guarnaccia (Fictitious character); Police; Fiction",4.5,2.0,1996.0,346.0,0446581194,OpenLibraryAPI,"The Monster of Florence Magdalen Nabb, Douglas Preston, Mario Spezi True Crime Fiction, mystery & detective, police procedural; Guarnaccia, marshal (fictitious character), fiction; Italy, fiction; Marshal Guarnaccia (Fictitious character); Police; Fiction",
3096 Days,Natascha Kampusch,True Crime,"Abduction; Children; Crimes against; Child molesters; Austria, biography; Kidnapping",4.5,2.0,2010.0,307.0,9780425244289,OpenLibraryAPI,"3096 Days Natascha Kampusch True Crime Abduction; Children; Crimes against; Child molesters; Austria, biography; Kidnapping",
ZeroZeroZero,Roberto Saviano,True Crime,Organized Crime; Drug traffic; Cocaine industry; True Crime; Money laundering; Society,3.6666667,3.0,1656.0,442.0,6053437840,OpenLibraryAPI,ZeroZeroZero Roberto Saviano True Crime Organized Crime; Drug traffic; Cocaine industry; True Crime; Money laundering; Society,
Dead by Sunset,Ann Rule,True Crime,"Case studies; Murder; Trials (Murder); Uxoricide; Criminals, biography; Murder, united states",4.0,3.0,1995.0,532.0,0743202775,OpenLibraryAPI,"Dead by Sunset Ann Rule True Crime Case studies; Murder; Trials (Murder); Uxoricide; Criminals, biography; Murder, united states",
The Queen,Josh Levin,True Crime,"Swindlers and swindling; Welfare fraud; United states, history, 1969-; Female offenders; Biography; Case studies",4.0,2.0,2019.0,432.0,9780316513289,OpenLibraryAPI,"The Queen Josh Levin True Crime Swindlers and swindling; Welfare fraud; United states, history, 1969-; Female offenders; Biography; Case studies",
"The Last Pirate of New York: A Ghost Ship, a Killer, and the Birth of a Gangster Nation",Rich Cohen,True Crime,"Criminals, biography; New york (n.y.), biography; Pirates, biography; Murder; Criminals; Biography",4.0,2.0,2019.0,256.0,9780399589928,OpenLibraryAPI,"The Last Pirate of New York: A Ghost Ship, a Killer, and the Birth of a Gangster Nation Rich Cohen True Crime Criminals, biography; New york (n.y.), biography; Pirates, biography; Murder; Criminals; Biography",
Keanu Reeves Is Not in Love with You,Becky Holmes,True Crime,Sociology; True Crime,4.0,2.0,2024.0,,9781789651638,OpenLibraryAPI,Keanu Reeves Is Not in Love with You Becky Holmes True Crime Sociology; True Crime,
The fact of a body,Alexandria Marzano-Lesnevich,True Crime,Family secrets; Murder; Family; Women lawyers; Child abuse; Biography,4.0,2.0,2017.0,344.0,9781509805624,OpenLibraryAPI,The fact of a body Alexandria Marzano-Lesnevich True Crime Family secrets; Murder; Family; Women lawyers; Child abuse; Biography,
Furious Hours,Casey Cep,True Crime,"Serial murders; Murder, alabama; Trials (murder); Authors, biography; Lee, harper, 1926-2016; nyt:combined-print-and-e-book-nonfiction=2019-05-26",3.6666667,3.0,2019.0,336.0,110197205X,OpenLibraryAPI,"Furious Hours Casey Cep True Crime Serial murders; Murder, alabama; Trials (murder); Authors, biography; Lee, harper, 1926-2016; nyt:combined-print-and-e-book-nonfiction=2019-05-26",
Portrait of a Killer,Patricia Cornwell,True Crime,"History; Serial murders; Identität; Beweis; Jack, the ripper; London (england), history",3.6666667,3.0,1960.0,396.0,9780754092971,OpenLibraryAPI,"Portrait of a Killer Patricia Cornwell True Crime History; Serial murders; Identität; Beweis; Jack, the ripper; London (england), history",
Tokyo Vice,Jake Adelstein,True Crime,True Crime; Crime and the press; Crime; Reporters and reporting; Yakuza; Organized Crime,4.0,2.0,2009.0,335.0,9780307378941,OpenLibraryAPI,Tokyo Vice Jake Adelstein True Crime True Crime; Crime and the press; Crime; Reporters and reporting; Yakuza; Organized Crime,
Donnie Brasco,"Joseph D. Pistone, Richard Woodley",True Crime,Biography; Mafia; Mafia trials; Nonfiction; Officials and employees; Organized crime,4.0,2.0,1987.0,393.0,1101153245,OpenLibraryAPI,"Donnie Brasco Joseph D. Pistone, Richard Woodley True Crime Biography; Mafia; Mafia trials; Nonfiction; Officials and employees; Organized crime",
Morir en el intento,Jorge Ramos,True Crime,Crimes against; Emigration and immigration; Social aspects; Immigrants; Human smuggling; Illegal aliens,4.0,2.0,2005.0,192.0,9780060789459,OpenLibraryAPI,Morir en el intento Jorge Ramos True Crime Crimes against; Emigration and immigration; Social aspects; Immigrants; Human smuggling; Illegal aliens,
Lost girls,Robert Kolker,True Crime,Computer crimes; Prostitution; Serial murders; Young women; Crimes against; Case studies,3.3333333,3.0,2013.0,424.0,9780063012950,OpenLibraryAPI,Lost girls Robert Kolker True Crime Computer crimes; Prostitution; Serial murders; Young women; Crimes against; Case studies,
Cosa Nostra,"John Dickie, Dickie, John",True Crime,Mafia; History; United States; Historia; Sicily; True Crime / Espionage,3.5,2.0,2004.0,483.0,9780340833384,OpenLibraryAPI,"Cosa Nostra John Dickie, Dickie, John True Crime Mafia; History; United States; Historia; Sicily; True Crime / Espionage",
Under the bridge,Rebecca Godfrey,True Crime,Murder; Trials (Murder); Teenage girls; Crimes against; Investigation; Juvenile homicide,3.5,2.0,2005.0,346.0,0006391206,OpenLibraryAPI,Under the bridge Rebecca Godfrey True Crime Murder; Trials (Murder); Teenage girls; Crimes against; Investigation; Juvenile homicide,
Paddy Whacked,T. J. English,True Crime,History; Organized crime; Gangsters; Irish American criminals; Nonfiction; True Crime,3.5,2.0,2005.0,480.0,9780061536861,OpenLibraryAPI,Paddy Whacked T. J. English True Crime History; Organized crime; Gangsters; Irish American criminals; Nonfiction; True Crime,
Cannibals and Evil Cult Killers,Ray Black,True Crime,Murderers; History; Murder; True crime,5.0,1.0,2005.0,576.0,9780751536652,OpenLibraryAPI,Cannibals and Evil Cult Killers Ray Black True Crime Murderers; History; Murder; True crime,
How to Rob a Bank in Drag,"Dawn Lawson, Susan McLean, Lynne Perry",True Crime,lgbtq; bank robbery; drag; drag queen; drag king; PTSD,5.0,1.0,2019.0,377.0,1733012907,OpenLibraryAPI,"How to Rob a Bank in Drag Dawn Lawson, Susan McLean, Lynne Perry True Crime lgbtq; bank robbery; drag; drag queen; drag king; PTSD",
Obliterated,Chris Mentillo ,True Crime,"Fiction, occult & supernatural; Supernatural; Supernatural in literature; Supernatural, fiction; Horror stories; Horror tales",5.0,1.0,2015.0,,,OpenLibraryAPI,"Obliterated Chris Mentillo  True Crime Fiction, occult & supernatural; Supernatural; Supernatural in literature; Supernatural, fiction; Horror stories; Horror tales",
The hanging tree,V. A. C. Gatrell,True Crime,"Hanging; Executions and executioners; Capital punishment; History; Capital punishment, great britain; Criminal law & procedure",5.0,1.0,1994.0,647.0,0198204132,OpenLibraryAPI,"The hanging tree V. A. C. Gatrell True Crime Hanging; Executions and executioners; Capital punishment; History; Capital punishment, great britain; Criminal law & procedure",
"Burt Reynolds, Miko, Dinah and the Slasher",Unknown,True Crime,true crime; Burt Reynolds; Biography,5.0,1.0,2022.0,,9798839618176,OpenLibraryAPI,"Burt Reynolds, Miko, Dinah and the Slasher Unknown True Crime true crime; Burt Reynolds; Biography",
The midnight assassin,Skip Hollandsworth,True Crime,Murder; Serial murders; TRUE CRIME; TRAVEL; General; HISTORY,5.0,1.0,2015.0,336.0,0805097678,OpenLibraryAPI,The midnight assassin Skip Hollandsworth True Crime Murder; Serial murders; TRUE CRIME; TRAVEL; General; HISTORY,
The cadaver king and the country dentist,Radley Balko,True Crime,"Administration of Criminal justice; Trials, litigation; Trials (Murder); Judicial error; Trials (Rape); Criminal justice, administration of",5.0,1.0,2018.0,397.0,1610396928,OpenLibraryAPI,"The cadaver king and the country dentist Radley Balko True Crime Administration of Criminal justice; Trials, litigation; Trials (Murder); Judicial error; Trials (Rape); Criminal justice, administration of",
Crisis of Conscience,Tom Mueller,True Crime,"Fraud; Whistle blowing; Corporations, corrupt practices; Administrative agencies; Political corruption; Corporations",5.0,1.0,2019.0,1024.0,0593152352,OpenLibraryAPI,"Crisis of Conscience Tom Mueller True Crime Fraud; Whistle blowing; Corporations, corrupt practices; Administrative agencies; Political corruption; Corporations",
Killer fiction,G. J. Schaefer,True Crime,Serial murders; True Crime; Prisoners; Nonfiction; Serial murderers; Biography,5.0,1.0,1997.0,291.0,9781936239191,OpenLibraryAPI,Killer fiction G. J. Schaefer True Crime Serial murders; True Crime; Prisoners; Nonfiction; Serial murderers; Biography,
Pretty little killers,Daleen Berry,True Crime,"Murder; Investigation; Case studies; TRUE CRIME / Murder / General; Murder, virginia; Criminal investigation, united states",5.0,1.0,2014.0,347.0,1940363667,OpenLibraryAPI,"Pretty little killers Daleen Berry True Crime Murder; Investigation; Case studies; TRUE CRIME / Murder / General; Murder, virginia; Criminal investigation, united states",
The ghost,Jefferson Morley,True Crime,United States; Intelligence officers; Officials and employees; United States. Central Intelligence Agency; Intelligence service; Biography,5.0,1.0,2017.0,336.0,9781250139108,OpenLibraryAPI,The ghost Jefferson Morley True Crime United States; Intelligence officers; Officials and employees; United States. Central Intelligence Agency; Intelligence service; Biography,
Monsters Among Us,Edward Halcroft,True Crime,true crime; serial killers; Russia; psychology; forensic criminology; investigation,5.0,1.0,2025.0,,9199060000,OpenLibraryAPI,Monsters Among Us Edward Halcroft True Crime true crime; serial killers; Russia; psychology; forensic criminology; investigation,
"Brutes, beasts and human fiends",Alan Hynd,True Crime,Criminals; Murder; Crime; True Crime,5.0,1.0,1964.0,160.0,,OpenLibraryAPI,"Brutes, beasts and human fiends Alan Hynd True Crime Criminals; Murder; Crime; True Crime",
Crooks like us,"Doyle, Peter",True Crime,History; Criminals; Biography; Crime; True crime,5.0,1.0,2009.0,318.0,9781876991340,OpenLibraryAPI,"Crooks like us Doyle, Peter True Crime History; Criminals; Biography; Crime; True crime",
Murdered by his wife,Deborah Navas,True Crime,"Murder; Case studies; True Crime; Murder, massachusetts",5.0,1.0,1999.0,193.0,9781558492271,OpenLibraryAPI,"Murdered by his wife Deborah Navas True Crime Murder; Case studies; True Crime; Murder, massachusetts",
Torture At The Back Forty The Gang Rape And Slaying Of Margaret Anderson,Mike Dauplaise,True Crime,TRUE CRIME; Gang rape; Murder; Motorcycle clubs; General,5.0,1.0,2009.0,,9780982000939,OpenLibraryAPI,Torture At The Back Forty The Gang Rape And Slaying Of Margaret Anderson Mike Dauplaise True Crime TRUE CRIME; Gang rape; Murder; Motorcycle clubs; General,
"City of light, city of poison",Holly Tucker,True Crime,"History; Murder; Police; Crime; Police, france; Crime, france",5.0,1.0,2017.0,323.0,1504799283,OpenLibraryAPI,"City of light, city of poison Holly Tucker True Crime History; Murder; Police; Crime; Police, france; Crime, france",
The Third Rainbow Girl,Emma Copley Eisenberg,True Crime,"Murder, west virginia; Homicide investigation; Murder; Case studies; Investigation; Murder victims",5.0,1.0,2020.0,318.0,9780316449212,OpenLibraryAPI,"The Third Rainbow Girl Emma Copley Eisenberg True Crime Murder, west virginia; Homicide investigation; Murder; Case studies; Investigation; Murder victims",
The Killer Across the Table: Unlocking the Secrets of Serial Killers and Predators with the FBI's Original Mindhunter,"John E. Douglas, Mark Olshaker",True Crime,Criminal psychology; Biography; Officials and employees; Serial murder investigation; Case studies; Serial murders,5.0,1.0,2019.0,352.0,0062910639,OpenLibraryAPI,"The Killer Across the Table: Unlocking the Secrets of Serial Killers and Predators with the FBI's Original Mindhunter John E. Douglas, Mark Olshaker True Crime Criminal psychology; Biography; Officials and employees; Serial murder investigation; Case studies; Serial murders",
The complete Jack the Ripper,Donald Rumbelow,True Crime,"Crime; History; Jack the Ripper Murders, London, England, 1888; Nonfiction; Serial murders; Sociology",5.0,1.0,1975.0,305.0,0491017227,OpenLibraryAPI,"The complete Jack the Ripper Donald Rumbelow True Crime Crime; History; Jack the Ripper Murders, London, England, 1888; Nonfiction; Serial murders; Sociology",
The killing of Julia Wallace,"Jonathan Goodman, Jonathan Goodman",True Crime,"True Crime; Trials (Murder); Wallace, william herbert, 1878-1933; Wallace, julia, -1931; Trials (murder), great britain",5.0,1.0,1969.0,323.0,0727802089,OpenLibraryAPI,"The killing of Julia Wallace Jonathan Goodman, Jonathan Goodman True Crime True Crime; Trials (Murder); Wallace, william herbert, 1878-1933; Wallace, julia, -1931; Trials (murder), great britain",
In the Thrall of the Mountain King,Phoebe Eaton,True Crime,El Chapo; Narco; Narcos; Biography; Drug Cartels; Mexico,5.0,1.0,2019.0,47.0,9798218874278,OpenLibraryAPI,In the Thrall of the Mountain King Phoebe Eaton True Crime El Chapo; Narco; Narcos; Biography; Drug Cartels; Mexico,
Handbook of forensic pathology,"Vincent J. M. Di Maio, Vincent J.M. DiMaio, Suzanna E. Dana, M.D., Vincent J.M. DiMaio, Dimaio M D Vincent J M, Vincent J. M. DiMaio",True Crime,Autopsy; Cause of Death; Causes; Death; Forensic Medicine; Forensic pathology,5.0,1.0,1998.0,312.0,1420009222,OpenLibraryAPI,"Handbook of forensic pathology Vincent J. M. Di Maio, Vincent J.M. DiMaio, Suzanna E. Dana, M.D., Vincent J.M. DiMaio, Dimaio M D Vincent J M, Vincent J. M. DiMaio True Crime Autopsy; Cause of Death; Causes; Death; Forensic Medicine; Forensic pathology",
Among the lowest of the dead,David von Drehle,True Crime,Executions and executioners; Death row inmates; Death row; True Crime; Hinrichtung; Todesstrafe,5.0,1.0,1995.0,469.0,1555536344,OpenLibraryAPI,Among the lowest of the dead David von Drehle True Crime Executions and executioners; Death row inmates; Death row; True Crime; Hinrichtung; Todesstrafe,
The truth about Aaron,Jonathan Hernandez,True Crime,Football players; Family; Biography; Brothers; Football injuries; Neurobehavioral disorders,5.0,1.0,2018.0,97.0,006287294X,OpenLibraryAPI,The truth about Aaron Jonathan Hernandez True Crime Football players; Family; Biography; Brothers; Football injuries; Neurobehavioral disorders,
Safe Place,Lorenzo Carcaterra,True Crime,Biography; Biography & Autobiography; Case studies; Family violence; Fathers and sons; Italian Americans,5.0,1.0,1993.0,328.0,0517144093,OpenLibraryAPI,Safe Place Lorenzo Carcaterra True Crime Biography; Biography & Autobiography; Case studies; Family violence; Fathers and sons; Italian Americans,
Organized crime,Howard Abadinsky,True Crime,"Organized crime; Law enforcement; History; Crime, united states; Sociology; Organized crime investigation",5.0,1.0,1981.0,480.0,0830413855,OpenLibraryAPI,"Organized crime Howard Abadinsky True Crime Organized crime; Law enforcement; History; Crime, united states; Sociology; Organized crime investigation",
